b1_sae,b1_sse,b1_d1n,b1_px,b2_sae,b2_sse,b2_d1n,b2_px,b3_sae,b3_sse,b3_d1n,b3_px,b4_sae,b4_sse,b4_d1n,b4_px,b5_sae,b5_sse,b5_d1n,b5_px,b6_sae,b6_sse,b6_d1n,b6_px,all_sae,all_sse,all_d1n,all_px
7005.080078,44328.257812,0,1125,4190.556641,6321.395996,26183,26749,7685.075195,15747.648438,12042,13478,10824.106445,28572.142578,7020,9217,33678.0625,142112.8125,12138,16657,32954.851562,241589.625,2828,6661,96337.734375,478671.875,60211,73887
593.299988,1172.468994,0,304,3019.134277,5458.717773,23223,23725,14483.775391,36563.765625,12804,17266,10394.540039,36795.046875,7128,9036,41065.441406,213658.125,9939,16087,40043.601562,343330.53125,1975,6701,109599.789062,636978.625,55069,73119
2902.01416,8103.032227,9307,10001,6633.586914,15739.063477,18974,20916,8367.126953,21977.554688,10237,12492,19942.898438,77556.625,9154,12479,35473.503906,192753.46875,8256,13559,37693.21875,342708.09375,2044,6198,111012.359375,658837.8125,57972,75645
8864.68457,68060.203125,0,1232,5866.284668,15988.422852,22467,23488,6552.930664,8533.71582,12963,14236,15523.226562,36382.375,11150,13919,28127.265625,108159.28125,9126,13408,41941.515625,353617.125,2391,7228,106875.90625,590741.125,58097,73511
3884.836426,16566.984375,9048,9691,7077.049805,9645.482422,17278,20631,7019.030762,11802.84668,11693,13107,15557.800781,41599.957031,10639,13525,23437.548828,99571.28125,7357,10940,39948.53125,322514.21875,2190,7064,96924.796875,501700.8125,58205,74958
865.674927,5493.1875,0,142,3766.600586,4207.787109,21952,22942,14654.990234,35568.15625,17523,20329,20658.050781,69543.734375,6999,12028,31285.185547,129963.609375,7714,12959,52288.195312,460349.09375,1646,7511,123518.703125,705125.5625,55834,75911
0.0,0.0,0,0,3797.454102,3692.948242,18965,20371,19569.462891,43731.308594,20983,24917,8847.674805,14066.386719,9596,10741,26317.851562,96989.671875,7913,12262,46273.761719,371818.5625,2392,7801,104806.203125,530298.875,59849,76092
0.0,0.0,0,0,3944.166504,4935.735352,22508,22918,10350.602539,12125.30957,19201,21119,12034.078125,23942.761719,10191,12082,30241.849609,142379.53125,7382,12364,45507.023438,397630.90625,2962,7823,102077.71875,581014.1875,62244,76306
0.0,0.0,0,0,6160.096191,12958.145508,25481,26589,9141.283203,13849.650391,14567,17108,12854.142578,29908.5,12056,14164,30989.617188,150159.265625,6949,12002,31215.84375,255610.46875,3125,6533,90360.984375,462486.0,62178,76396
292.501648,752.720032,0,114,9493.474609,32942.960938,25301,27259,13718.143555,26189.359375,13740,18090,11872.431641,28464.617188,11457,13353,30569.949219,143897.765625,7379,12417,28883.873047,224170.78125,2690,6018,94830.375,456418.1875,60567,77251
